Rest Area Type	Name	Description	Location	Accessible From	X Coord	Y Coord	Responsible Authority	Facilities
Light Vehicle Rest Area	Braefield Rest Area	"KAMILAROI HIGHWAY, WILLOW TREE"	8.4km North of HW9	Westbound	-31.56511	150.69791	Roads and Maritime Services	"Picnic Tables, Litter Bins"
Heavy and Light Vehicle Rest Area	Biddon Rest Area S/B	"NEWELL HIGHWAY, BIDDON"	21.9km North of Gilgrandra	Both Directions	-31.56395	148.79495	Roads and Maritime Services	"Shelter, Picnic Tables, Litter Bins"
Heavy and Light Vehicle Rest Area	Biddon Rest Area N/B	"NEWELL HIGHWAY, BIDDON"	21.9km North of Gilgrandra	Both Directions	-31.5637	148.79487	Roads and Maritime Services	"Shelter, Picnic Tables, Litter Bins"
Load Checking Area	Nyngan - Truck Parking Area	"NYMAGEE ST, NYNGAN"	Nyngan	Both Directions	-31.56364	147.20084	Council	"Picnic Tables, Litter Bins"
Load Checking Area	Cutty Creek	"PACIFIC HIGHWAY, HERONS CREEK"	60.6km North of Taree	Northbound	-31.5601	152.742	Roads and Maritime Services	Litter Bins
Load Checking Area	Meadow  Glen Rest Area	"BARRIER HIGHWAY, COBAR"	60.7km West of Cobar	Both Directions	-31.55904	145.18751	Roads and Maritime Services	"Toilets, Shelter, Picnic Tables, Litter Bins,Wheelchair Accessible"
Heavy and Light Vehicle Rest Area	Bulla Park Rest Area	"BARRIER HIGHWAY, BARNATO"	115.2km West of Cobar	Both Directions	-31.55848	144.62635	Roads and Maritime Services	"Shelter, Picnic Tables, Litter Bins"
Light Vehicle Rest Area	Nyngan Rotary Park	"MITCHELL HIGHWAY, NYNGAN"	Nyngan	Both Directions	-31.55676	147.18321	Other	"Toilets, Shelter, Picnic Tables, Litter Bins,Wheelchair Accessible"
Heavy and Light Vehicle Rest Area	Wilcannia Urban Are	"MYERS ST, WILCANNIA"	Wilcannia	Both Directions	-31.55664	143.3756	Roads and Maritime Services	"Picnic Tables, Litter Bins"
Load Checking Area	Nyngan-Int Mitchell and Barrier HWY	"BARRIER HIGHWAY, NYNGAN"	1.6km West of Nyngan	Northbound	-31.55497	147.17878	Roads and Maritime Services	Litter Bins
Load Checking Area		"BARRIER HIGHWAY, COBAR"	58km West of Cobar	Both Directions	-31.55197	145.20936	Roads and Maritime Services	Litter Bins
Load Checking Area		"BARRIER HIGHWAY, COBAR"	58km West of Cobar	Both Directions	-31.55175	145.20952	Roads and Maritime Services	Litter Bins
Light Vehicle Rest Area	Burrawan	"Pacific Highway, Herons Creek"	62.36km North of Taree	Westbound	-31.5517	152.75461	Roads and Maritime Services	"Toilets, Shelter, Picnic Tables, Litter Bins,Wheelchair Accessible"
Load Checking Area	Nyngan-West approach-Northwest bound	"MITCHELL HIGHWAY, NYNGAN"	0.7km NorthWest of Nyngan	Eastbound	-31.54843	147.169	Roads and Maritime Services	Litter Bins
Heavy and Light Vehicle Rest Area	White Rock Road Turn off	"BARRIER HIGHWAY, HERMIDALE"	47.2km West of Nyngan	Eastbound	-31.5483	146.70842	Roads and Maritime Services	"Toilets, Shelter, Picnic Tables, Litter Bins,Wheelchair Accessible"
Load Checking Area	Nyngan-West approach-Southeast bound	"MITCHELL HIGHWAY, NYNGAN"	0.7km NorthWest of Nyngan	Westbound	-31.5482	147.16889	Roads and Maritime Services	Litter Bins
Heavy and Light Vehicle Rest Area	East of Whiterock Rd turn off	"BARRIER HIGHWAY, HERMIDALE"	47.0km West of Nyngan	Westbound	-31.5477	146.71085	Roads and Maritime Services	Litter Bins
Load Checking Area		"BARRIER HIGHWAY, COBAR"	53.6km West of Cobar	Westbound	-31.54336	145.28118	Roads and Maritime Services	Litter Bins
Load Checking Area		"BARRIER HIGHWAY, COBAR"	51.3km West of Cobar	Both Directions	-31.54333	145.28043	Roads and Maritime Services	Litter Bins
Load Checking Area		"BARRIER HIGHWAY, COBAR"	44.4km West of Cobar	Both Directions	-31.53832	145.35403	Roads and Maritime Services	Litter Bins
Light Vehicle Rest Area	Wallabadah Town	"NEW ENGLAND HIGHWAY, WALLABADAH"	102.1km from Muswellbrook	Both Directions	-31.53822	150.83136	Council	"Toilets, Shelter, Picnic Tables, BBQ Facilities, Playground, Litter Bins,Wheelchair Accessible"
Light Vehicle Rest Area	Emergency Phone Site	"BARRIER HIGHWAY, COBAR"	40.1km West of Cobar	Both Directions	-31.53487	145.39959	Roads and Maritime Services	"Emergency Phone, "
Heavy and Light Vehicle Rest Area	Sapling Creek	"PACIFIC HIGHWAY, KEW"	66.51km North of Taree	Southbound	-31.53284	152.7885	Roads and Maritime Services	"Toilets, Shelter, Picnic Tables, Litter Bins"
Heavy and Light Vehicle Rest Area	Florida Rest Area	"BARRIER HIGHWAY, NR MURIEL"	81.5km West of Nyngan	Both Directions	-31.53255	146.35087	Roads and Maritime Services	"Toilets, Shelter, Picnic Tables, Litter Bins,Wheelchair Accessible"
Load Checking Area		"BARRIER HIGHWAY, NR BOPPY MOUNT"	94.25km West of Nyngan	Westbound	-31.53063	146.22069	Roads and Maritime Services	Litter Bins
Load Checking Area		"BARRIER HIGHWAY, COBAR"	34.1km West of Cobar	Both Directions	-31.53038	145.46399	Roads and Maritime Services	Litter Bins
Load Checking Area		"BARRIER HIGHWAY, NR BOPPY MOUNT"	35.5km East of Cobar	Both Directions	-31.53027	146.22162	Roads and Maritime Services	Litter Bins
Heavy and Light Vehicle Rest Area	Mt.Pleasant Rest Area	"NEWELL HIGHWAY, BIDDON"	28.6km North of Gilgrandra	Both Directions	-31.51721	148.82825	Roads and Maritime Services	"Shelter, Picnic Tables, Litter Bins"
Load Checking Area		"BARRIER HIGHWAY, COBAR"	13.1km West of Cobar	Both Directions	-31.51355	145.68762	Roads and Maritime Services	Litter Bins
Load Checking Area		"BARRIER HIGHWAY, NR MERYULA"	3km East of Cobar	Both Directions	-31.5038	145.88811	Roads and Maritime Services	Litter Bins
Heavy and Light Vehicle Rest Area	Cornish Rest Area	"BARRIER HIGHWAY, COBAR"	130.5km West of Nyngan	Both Directions	-31.49878	145.84495	Roads and Maritime Services	"Toilets, Shelter, Picnic Tables, Litter Bins,Wheelchair Accessible"
Load Checking Area	Five Mile Truck Stop	"LENNOX STREET, QUIRINDI"	32.5km South East of Breeza	Both Directions	-31.49049	150.63522	Roads and Maritime Services	Litter Bins
Heavy and Light Vehicle Rest Area	South Tooraweenah Truck Park N/B	"NEWELL HIGHWAY, TOORAWEENAH"	38.5km North of Gilgrandra	Both Directions	-31.47085	148.91204	Roads and Maritime Services	Litter Bins
Heavy and Light Vehicle Rest Area	South Tooraweenah Truck Park - S/B	"NEWELL HIGHWAY, TOORAWEENAH"	38.5km North of Gilgrandra	Both Directions	-31.47084	148.91136	Roads and Maritime Services	Litter Bins
Heavy and Light Vehicle Rest Area	Tooraweenah Rest Area	"NEWELL HIGHWAY, COONABARABRAN"	39.4km North of Gilgrandra	Both Directions	-31.46919	148.92047	Roads and Maritime Services	"Toilets, Shelter, Picnic Tables, Litter Bins,Wheelchair Accessible"
Heavy and Light Vehicle Rest Area	Stoney Creek	"OXLEY HIGHWAY, WAUCHOPE"	13.2km West of Port Macquarie	Eastbound	-31.46608	152.79587	Roads and Maritime Services	
Heavy and Light Vehicle Rest Area	Port Macquarie Service Centre	"Oxley Highway, Port Macquarie"	10.1km from Port Macquarie	Northbound	-31.46326	152.82224	Other	"Toilets, Litter Bins"
Light Vehicle Rest Area	Fernbank Driver Reviver Stop	"PACIFIC HIGHWAY, PORT MACQUARIE"	77.4km North of Taree	Both Directions	-31.44088	152.82432	Other	Litter Bins
Load Checking Area	Top Sugarloaf	"NEW ENGLAND HIGHWAY, WALLABADAH"	115.2km from Muswellbrook	Southbound	-31.44021	150.88031	Roads and Maritime Services	Litter Bins
Heavy and Light Vehicle Rest Area	PA 1956 - 68.0km West of Wauchope	"OXLEY HIGHWAY, ELLENBOROUGH"	68.0km West of Wauchope	Southbound	-31.4303	152.2	Roads and Maritime Services	Litter Bins
Light Vehicle Rest Area	Hickeys Falls Parking Area	"NEWELL HIGHWAY, COONABARABRAN"	38.6km South of Coonabarabran	Both Directions	-31.43012	149.06707	Roads and Maritime Services	"Shelter, Picnic Tables, Litter Bins"
Heavy and Light Vehicle Rest Area	Spire View Rest Area	"NEWELL HIGHWAY,COONABARABRAN"	37.6km South of Coonabarabran	Northbound	-31.42722	149.07905	Roads and Maritime Services	"Shelter, Picnic Tables, Litter Bins"
Heavy and Light Vehicle Rest Area	Spire View Rest Area	"NEWELL HIGHWAY,COONABARABRAN"	37.3km South of Coonabarabran	Both Directions	-31.42619	149.08137	Roads and Maritime Services	"Shelter, Picnic Tables, Litter Bins"
Light Vehicle Rest Area	David Gillon Park	"CASTLEREAGH HIGHWAY, CURBAN"	38.94km from Gilgandra (SH17)	Both Directions	-31.42421	148.51259	Roads and Maritime Services	Litter Bins
Load Checking Area		"NEWELL HIGHWAY, COONABARABRAN"	23.5km South of Coonabarabran	Both Directions	-31.41611	149.19833	Roads and Maritime Services	Litter Bins
Load Checking Area	Belah Hill Truck Park S/B	"NEWELL HIGHWAY, COONABARABRAN"	19.7km South of Coonabarabran	Both Directions	-31.41459	149.22978	Roads and Maritime Services	Litter Bins
Load Checking Area	Belah Hill Truck Park N/B	"NEWELL HIGHWAY, COONABARABRAN"	19.7km South of Coonabarabran	Both Directions	-31.41438	149.22997	Roads and Maritime Services	Litter Bins
Heavy and Light Vehicle Rest Area	Cottan-Bimbang NP sign	"OXLEY HIGHWAY, ELLENBOROUGH"	75.4km West of Wauchope	Northbound	-31.41055	152.14894	Roads and Maritime Services	Litter Bins
Heavy and Light Vehicle Rest Area	Dewers	"OXLEY HIGHWAY, ELLENBOROUGH"	55.5km West of Wauchope	Northbound	-31.4095	152.271	Roads and Maritime Services	"Shelter, Picnic Tables"
Light Vehicle Rest Area	Mount Seaview	"OXLEY HIGHWAY, ELLENBOROUGH"	58.4km West of Wauchope	Southbound	-31.40359	152.25535	Roads and Maritime Services	"Shelter, Picnic Tables, Litter Bins"
Light Vehicle Rest Area	Stockyard Creek	"OXLEY HIGHWAY, ELLENBOROUGH"	80.4km West of Wauchope	Westbound	-31.40262	152.12402	Roads and Maritime Services	"Toilets, Shelter, Picnic Tables, Litter Bins,Wheelchair Accessible"
Heavy and Light Vehicle Rest Area	Gingers Creek	"OXLEY HIGHWAY, ELLENBOROUGH"	82.4km West of Wauchope	Southbound	-31.39916	152.10856	Roads and Maritime Services	"Shelter, Picnic Tables, Litter Bins"
Load Checking Area		"MENDOORAN-BELAR CREEK RD, NR BELAR CREEK"	0.43km South of Newell Hwy	Both Directions	-31.39199	149.25511	Roads and Maritime Services	Litter Bins
Heavy and Light Vehicle Rest Area	Blackmans Point Road	"PACIFIC HIGHWAY, TELEGRAPH POINT"	84.0km North of Taree	Northbound	-31.38525	152.80667	Roads and Maritime Services	Litter Bins
Light Vehicle Rest Area	Jack Halls Creek Rest Area	"NEWELL HIGHWAY, COONABARABRAN"	12.7km South of Coonabarabran	Both Directions	-31.36904	149.27685	Roads and Maritime Services	Litter Bins
Load Checking Area	Moorside Drive	"PACIFIC HIGHWAY, TELEGRAPH POINT"	87.9km North of Taree	Southbound	-31.35249	152.79321	Roads and Maritime Services	Litter Bins
Heavy and Light Vehicle Rest Area	Sherwood 10086	"OXLEY HIGHWAY, YARROWITCH"	100.9km West of Wauchope	Both Directions	-31.33604	152.00162	Council	Litter Bins
Light Vehicle Rest Area	Log Wharf Reserve	"PACIFIC HIGHWAY, TELEGRAPH POINT"	90.7km North of Taree	Both Directions	-31.32733	152.79603	Council	"Toilets, Shelter, Picnic Tables, Litter Bins"
Heavy and Light Vehicle Rest Area		"CASTLEREAGH HIGHWAY, GULARGAMBONE"	3.1km North of Gulargambone	Both Directions	-31.30541	148.46939	Roads and Maritime Services	"Shelter, Picnic Tables, Litter Bins"
Load Checking Area	Square Bush	"KAMILAROI HIGHWAY, QUIRINDI"	32.5km North of Quirindi	Both Directions	-31.29908	150.49449	Roads and Maritime Services	Litter Bins
Load Checking Area	Goonoo Goonoo	"NEW ENGLAND HIGHWAY, GOONOO GOONOO"	132.3km from Muswellbrook	Both Directions	-31.2972	150.90183	Roads and Maritime Services	"Toilets, Shelter, Picnic Tables, Litter Bins"
Heavy and Light Vehicle Rest Area	Yarrabee Road	"PACIFIC HIGHWAY, TELEGRAPH POINT"	98.8km North of Taree	Both Directions	-31.26608	152.81345	Roads and Maritime Services	Litter Bins
Heavy and Light Vehicle Rest Area	Dogtrap Gully Inspection Bay S/B	"NEWELL HIGHWAY, COONABARABRAN"	4.7km North of Coonabarabran	Eastbound	-31.2479	149.30903	Roads and Maritime Services	Litter Bins
Heavy and Light Vehicle Rest Area	Dogtrap Gully Inspection Bay N/B	"NEWELL HIGHWAY, COONABARABRAN"	4.7km North of Coonabarabran	Westbound	-31.24761	149.30897	Roads and Maritime Services	Litter Bins
Load Checking Area	West of Breeza	"KAMILAROI HIGHWAY, BREEZA"	18.7km S/East of Curlewis	Northbound	-31.23795	150.41704	Roads and Maritime Services	Litter Bins
Heavy and Light Vehicle Rest Area	Gowan Rest Area S/B	"NEWELL HIGHWAY, COONABARABRAN"	6.5km North of Coonabarabran	Both Directions	-31.23462	149.31734	Roads and Maritime Services	"Toilets, Shelter, Picnic Tables, Litter Bins,Wheelchair Accessible"
Heavy and Light Vehicle Rest Area	Gowan Rest Area N/B	"NEWELL HIGHWAY, COONABARABRAN"	6.7km North of Coonabarabran	Both Directions	-31.23299	149.31806	Roads and Maritime Services	"Toilets, Shelter, Picnic Tables, Litter Bins,Wheelchair Accessible"
Heavy and Light Vehicle Rest Area	John Oxley Rest Area	"CASTLEREAGH HIGHWAY, GULARGAMBONE"	63.9km North of Gilgandra (SH17)	Both Directions	-31.2267	148.45685	Council	"Shelter, Picnic Tables, Litter Bins"
Heavy and Light Vehicle Rest Area	Black Mountain South	"KAMILAROI HIGHWAY, BREEZA"	16.8km S/East of Curlewis	Southbound	-31.22351	150.40802	Roads and Maritime Services	Litter Bins
Load Checking Area		"MITCHELL HIGHWAY, GIRILAMBONE"	3.5km NorthWest of Girilambone	Southbound	-31.22023	146.87893	Roads and Maritime Services	Litter Bins
Load Checking Area		"MITCHELL HIGHWAY, GIRILAMBONE"	3.5km NorthWest of Girelambone	Northbound	-31.22016	146.87913	Roads and Maritime Services	Litter Bins
Heavy and Light Vehicle Rest Area	Gowan North Rest Area	"NEWELL HIGHWAY, COONABARABRAN"	8.5km North of Coonabarabran	Both Directions	-31.21829	149.3262	Roads and Maritime Services	"Toilets, Shelter, Picnic Tables, Litter Bins,Wheelchair Accessible"
Light Vehicle Rest Area	Tia River Rest Area	"OXLEY HIGHWAY, YARROWITCH"	127.5km West of Wauchope	Westbound	-31.18811	151.83081	Council	"Shelter, Picnic Tables, Litter Bins"
Load Checking Area	Curlewis Causeway	"KAMILAROI HIGHWAY, GUNNEDAH"	6.9km S/East of Curlewis	Both Directions	-31.17049	150.32594	Roads and Maritime Services	Litter Bins
Heavy and Light Vehicle Rest Area	Bloodwood Ridge	"PACIFIC HIGHWAY, KEMPSEY"	110.4km North of Taree	Southbound	-31.16386	152.8198	Roads and Maritime Services	"Toilets, Shelter, Picnic Tables, Litter Bins,Wheelchair Accessible"
Light Vehicle Rest Area	Oxleys Crossing Rest Area	"OXLEY HIGHWAY, ROCKY GLEN"	74.9km W of Gunnedah (31.4km to SH17)	Both Directions	-31.13223	149.5439	Other	"Shelter, Picnic Tables, Litter Bins"
Load Checking Area	Truck Driver Memorial	"NEW ENGLAND HIGHWAY, TAMWORTH"	6.482km South of Tamworth	Both Directions	-31.1319	150.924	Council	"Picnic Tables, "
Heavy and Light Vehicle Rest Area	Nea	"KAMILAROI HIGHWAY, GUNNEDAH"	0.5km S/East of Curlewis	Both Directions	-31.13169	150.27676	Roads and Maritime Services	Litter Bins
Heavy and Light Vehicle Rest Area	Kempsey South Service Centre	"Pacific Highway, South Kempsey"	113km north of Taree	Both Directions	-31.12917	152.82736	Other	"Toilets, Litter Bins"
Light Vehicle Rest Area	Rotary/Lions park - Tamworth	"ARMIDALE ROAD, TAMWORTH"	2.0km North of Tamworth	Both Directions	-31.10842	150.95408	Other	"Emergency Phone, Toilets, Shelter, Picnic Tables, BBQ Facilities, Litter Bins,Wheelchair Accessible"
Heavy and Light Vehicle Rest Area	Rotary Tamworth Airport	"OXLEY HIGHWAY, TAMWORTH"	2km West of Tamworth	Westbound	-31.07773	150.85029	Other	"Toilets, Shelter, Picnic Tables, Playground, Litter Bins"
Light Vehicle Rest Area	Stoney Creek Rest Area	"OXLEY HIGHWAY, NR TIA"	141.5km West of Wauchope	Both Directions	-31.07644	151.77762	Roads and Maritime Services	"Shelter, Picnic Tables, Litter Bins"
Light Vehicle Rest Area	150 Deg Meridian	"OXLEY HIGHWAY, MULLALEY"	25.3km from Gunnedah	Eastbound	-31.0631	149.99879	Roads and Maritime Services	"Shelter, Picnic Tables, Litter Bins"
Light Vehicle Rest Area	Apsley Falls	"OXLEY HIGHWAY, WALCHA"	144.7km West of Wauchope	Both Directions	-31.053	151.75938	National Parks and Wildlife Service	"Toilets, Shelter, Picnic Tables, Wheelchair Accessible"
Light Vehicle Rest Area	Federation Park Kootingal	"NEW ENGLAND HIGHWAY, KOOTINGAL"	17.2km North of Tamworth	Both Directions	-31.0441	151.056	Council	"Shelter, Picnic Tables"
Load Checking Area	Cusacks Creek Truck Park	"NEWELL HIGHWAY, COONABARABRAN"	31.1km North of Coonabarabran	Both Directions	-31.03232	149.39957	Roads and Maritime Services	Litter Bins
Heavy and Light Vehicle Rest Area	Coolabah Northwest	"MITCHELL HIGHWAY, GIRILAMBONE"	NorthWest Coolabah town limit	Southbound	-31.02701	146.71288	Roads and Maritime Services	Litter Bins
Light Vehicle Rest Area	Soil Conservation	"KAMILAROI HIGHWAY, GUNNEDAH"	74.3km North of Quirindi	Both Directions	-31.02524	150.27444	Roads and Maritime Services	"Shelter, Picnic Tables, Litter Bins"
Light Vehicle Rest Area	Moonbi	"NEW ENGLAND HIGHWAY, MOONBI"	21.860km North of Tamworth	Both Directions	-31.019	151.07001	Council	"Toilets, Shelter, Picnic Tables, BBQ Facilities, Playground, Litter Bins,Wheelchair Accessible"
Heavy and Light Vehicle Rest Area	NW approach Coolabah Northeast bound	"MITCHELL HIGHWAY, COOLABAH"	1km NorthWest of Coolabah	Southbound	-31.01534	146.70313	Roads and Maritime Services	Litter Bins
Heavy and Light Vehicle Rest Area	NW approach Coolabah Southeast bound	"MITCHELL HIGHWAY, COOLABAH"	1km NorthWest of Coolabah	Northbound	-31.01523	146.70333	Roads and Maritime Services	Litter Bins
Light Vehicle Rest Area	Glen Ayr	"NEW ENGLAND HIGHWAY, MOONBI"	21.5km North of Tamworth	Westbound	-31.01325	151.08175	Roads and Maritime Services	"Picnic Tables, Litter Bins"
Light Vehicle Rest Area	Nowendoc Rd Turn off Rest Area	"OXLEY HIGHWAY, WALCHA"	158.5km West of Wauchope	Both Directions	-31.00354	151.63013	Roads and Maritime Services	"Shelter, Picnic Tables, Litter Bins"
Light Vehicle Rest Area	Redbank - Tommy Swamp	"OXLEY HIGHWAY, CARROLL"	26km West of Somerton	Both Directions	-30.99425	150.37793	Roads and Maritime Services	"Toilets, Shelter, Picnic Tables, "
Light Vehicle Rest Area	Captain Cook Park Rest Area	"OXLEY HIGHWAY, WALCHA"	163.0km West of Wauchope	Westbound	-30.98558	151.59488	Council	Litter Bins
Load Checking Area	Hunts Road	"SOUTH STREET, GUNNEDAH"	1.9km from Gunnedah	Both Directions	-30.98527	150.21549	Roads and Maritime Services	Litter Bins
Light Vehicle Rest Area	McHatten Park	"FITZROY STREET, WALCHA"	0.2km West of Walcha	Southbound	-30.9851	151.59135	Council	
Light Vehicle Rest Area	Lions Park - Walcha	"FITZROY STREET, WALCHA"	1.1km West of Walcha	Southbound	-30.98344	151.58181	Council	"Toilets, Shelter, Picnic Tables, BBQ Facilities, Playground, Litter Bins"
Light Vehicle Rest Area	Moonbi Lookout	"NEW ENGLAND HIGHWAY, MOONBI"	26.7km North of Tamworth	Both Directions	-30.97296	151.10394	Other	Litter Bins
Heavy and Light Vehicle Rest Area	Somerton	"OXLEY HIGHWAY, SOMERTON"	10km West of Somerton	Both Directions	-30.95556	150.52966	Roads and Maritime Services	Litter Bins
Heavy and Light Vehicle Rest Area	North Coonamble Town Limit	"CASWELL ST, COONAMBLE"	2.23km North of Coonamble (Aberford St)	Both Directions	-30.94498	148.37575	Council	"Shelter, Picnic Tables, Litter Bins"
Load Checking Area	Wildcroft	"NEW ENGLAND HIGHWAY, MOONBI"	31.2km North of Tamworth	Northbound	-30.93541	151.11134	Roads and Maritime Services	Litter Bins
Load Checking Area	Blue Vale Road	"KAMILAROI HIGHWAY, GUNNEDAH"	30.8km South of Boggabri	Both Directions	-30.935	150.2005	Roads and Maritime Services	Litter Bins
Load Checking Area	Wildcroft	"NEW ENGLAND HIGHWAY, MOONBI"	31.2km North of Tamworth	Southbound	-30.9333	151.11262	Roads and Maritime Services	Litter Bins
Heavy and Light Vehicle Rest Area	Attunga	"TAMWORTH-YETMAN RD, ATTUNGA"	21.5km North of Tamworth	Northbound	-30.92921	150.84675	Council	"Toilets, Picnic Tables, Litter Bins"
Heavy and Light Vehicle Rest Area	Greenwood Grange	"KAMILAROI HIGHWAY, GUNNEDAH"	9.2km North of Gunnedah	Both Directions	-30.9231	150.18741	Roads and Maritime Services	Litter Bins
Heavy and Light Vehicle Rest Area	Kawana Lane SB	"PACIFIC HIGHWAY, CLYBUCCA"	27.3km North of Kempsey	Northbound	-30.88937	152.9388	Roads and Maritime Services	Litter Bins
